"","datetime","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"dtime.331","2004-1-14 20:00:00",32,35,26,36,26,36,31,34,34,36,37
"dtime.332","2004-1-14 21:00:00",32,36,28,35,28,34,30,31,34,35,39
"dtime.333","2004-1-14 22:00:00",34,37,28,32,29,35,31,35,33,36,38
"dtime.334","2004-1-14 23:00:00",36,36,30,34,30,35,31,35,32,36,38
"dtime.335","2004-1-14 24:00:00",38,37,30,35,32,37,32,34,33,37,38
"dtime.336","2004-1-15 1:00:00",39,38,32,36,33,37,32,35,33,38,38
"dtime.337","2004-1-15 2:00:00",40,37,34,38,35,39,33,37,31,40,35
"dtime.338","2004-1-15 3:00:00",40,39,35,38,36,40,34,37,32,39,41
"dtime.339","2004-1-15 4:00:00",42,42,34,39,35,43,34,39,32,42,41
"dtime.340","2004-1-15 5:00:00",42,40,33,39,33,43,34,37,31,42,39
"dtime.341","2004-1-15 6:00:00",40,39,32,41,31,44,34,43,30,43,37
"dtime.342","2004-1-15 7:00:00",39,38,31,43,26,45,34,41,32,41,35
"dtime.343","2004-1-15 8:00:00",38,36,28,42,23,43,35,39,32,43,33
"dtime.344","2004-1-15 9:00:00",38,34,24,40,20,43,32,37,31,42,33
"dtime.345","2004-1-15 10:00:00",36,34,22,40,19,43,31,39,31,42,31
"dtime.346","2004-1-15 11:00:00",32,34,22,41,19,43,32,39,32,43,30
"dtime.347","2004-1-15 12:00:00",32,34,21,42,20,44,35,38,35,43,33
"dtime.348","2004-1-15 13:00:00",32,36,24,40,22,45,36,38,36,44,34
"dtime.349","2004-1-15 14:00:00",31,36,26,40,24,45,37,40,38,44,35
"dtime.350","2004-1-15 15:00:00",31,36,26,40,26,44,38,39,39,44,35
"dtime.351","2004-1-15 16:00:00",31,35,27,40,26,44,39,39,39,44,35
"dtime.352","2004-1-15 17:00:00",31,34,26,40,26,44,40,42,39,44,33
"dtime.353","2004-1-15 18:00:00",29,33,25,37,24,41,37,41,36,42,31
"dtime.354","2004-1-15 19:00:00",28,31,24,31,23,38,34,34,34,39,30
"dtime.355","2004-1-15 20:00:00",29,29,23,29,22,38,32,30,32,36,28
"dtime.356","2004-1-15 21:00:00",28,28,23,28,22,36,30,27,30,34,26
"dtime.357","2004-1-15 22:00:00",28,27,22,26,21,35,28,26,29,33,25
"dtime.358","2004-1-15 23:00:00",30,26,21,25,21,34,27,29,28,33,24
"dtime.359","2004-1-15 24:00:00",29,25,22,24,20,33,27,23,28,31,22
"dtime.360","2004-1-16 1:00:00",28,24,20,23,17,33,25,26,26,31,22
"dtime.361","2004-1-16 2:00:00",27,22,18,26,15,31,23,27,24,29,20
"dtime.362","2004-1-16 3:00:00",25,21,16,27,13,30,22,26,22,29,18
"dtime.363","2004-1-16 4:00:00",23,20,15,25,13,29,20,22,20,27,18
"dtime.364","2004-1-16 5:00:00",23,18,14,24,13,27,20,21,19,25,16
"dtime.365","2004-1-16 6:00:00",21,17,14,23,13,27,18,19,18,23,16
"dtime.366","2004-1-16 7:00:00",21,18,14,22,13,26,18,19,16,23,15
"dtime.367","2004-1-16 8:00:00",21,17,14,21,13,25,18,18,15,22,14
"dtime.368","2004-1-16 9:00:00",22,15,15,21,15,24,18,19,16,21,13
"dtime.369","2004-1-16 10:00:00",25,18,16,24,17,27,20,24,18,27,15
"dtime.370","2004-1-16 11:00:00",26,21,18,27,19,30,24,27,22,29,17
"dtime.371","2004-1-16 12:00:00",28,22,21,32,22,32,27,32,27,32,19
"dtime.372","2004-1-16 13:00:00",28,24,23,34,24,34,30,35,29,35,23
"dtime.373","2004-1-16 14:00:00",30,28,26,35,26,36,31,35,30,36,24
"dtime.374","2004-1-16 15:00:00",31,29,27,36,27,36,34,36,32,36,26
"dtime.375","2004-1-16 16:00:00",32,31,27,37,28,37,34,38,33,37,28
"dtime.376","2004-1-16 17:00:00",32,31,27,37,27,37,34,37,33,37,30
"dtime.377","2004-1-16 18:00:00",30,31,27,36,26,37,32,35,31,37,27
"dtime.378","2004-1-16 19:00:00",30,29,26,33,26,34,30,32,29,32,27
"dtime.379","2004-1-16 20:00:00",30,27,25,29,25,31,28,25,27,29,24
"dtime.380","2004-1-16 21:00:00",30,25,24,25,24,29,26,22,25,28,23
"dtime.381","2004-1-16 22:00:00",30,23,24,24,24,28,26,20,25,25,21
"dtime.382","2004-1-16 23:00:00",29,21,24,23,23,27,22,20,23,24,18
"dtime.383","2004-1-16 24:00:00",29,19,23,22,22,24,23,19,21,22,19
"dtime.384","2004-1-17 1:00:00",29,21,22,23,22,25,20,20,22,23,18
"dtime.385","2004-1-17 2:00:00",28,19,22,24,22,24,21,22,21,21,16
"dtime.386","2004-1-17 3:00:00",27,18,22,23,22,26,22,22,20,23,15
"dtime.387","2004-1-17 4:00:00",27,16,22,21,22,24,21,23,20,23,14
"dtime.388","2004-1-17 5:00:00",26,19,21,22,21,26,22,21,19,23,15
"dtime.389","2004-1-17 6:00:00",26,18,20,21,20,25,20,18,20,22,14
"dtime.390","2004-1-17 7:00:00",26,19,20,21,20,24,20,16,18,20,13
"dtime.391","2004-1-17 8:00:00",26,19,19,19,20,23,19,16,17,20,15
"dtime.392","2004-1-17 9:00:00",28,20,20,21,20,25,19,19,19,22,16
"dtime.393","2004-1-17 10:00:00",30,23,20,28,22,31,26,27,25,29,18
"dtime.394","2004-1-17 11:00:00",34,26,24,33,26,35,31,33,30,34,21
"dtime.395","2004-1-17 12:00:00",34,28,28,36,29,37,34,38,33,37,24
"dtime.396","2004-1-17 13:00:00",35,32,30,39,31,41,36,41,35,40,27
"dtime.397","2004-1-17 14:00:00",35,34,33,42,33,42,37,42,37,42,30
"dtime.398","2004-1-17 15:00:00",37,36,35,43,35,43,38,43,37,43,33
"dtime.399","2004-1-17 16:00:00",35,37,35,44,35,44,38,43,39,44,34
"dtime.400","2004-1-17 17:00:00",35,37,35,44,34,44,38,43,38,44,34
"dtime.401","2004-1-17 18:00:00",34,37,35,43,33,43,38,41,36,43,34
"dtime.402","2004-1-17 19:00:00",34,36,33,42,32,42,37,39,35,42,34
"dtime.403","2004-1-17 20:00:00",34,36,32,41,31,42,36,39,35,41,34
"dtime.404","2004-1-17 21:00:00",34,35,32,40,31,40,35,39,35,40,34
"dtime.405","2004-1-17 22:00:00",34,35,31,40,31,40,36,39,35,40,34
"dtime.406","2004-1-17 23:00:00",34,34,29,40,29,39,35,39,33,39,34
"dtime.407","2004-1-17 24:00:00",36,34,29,40,29,37,34,39,32,38,34
"dtime.408","2004-1-18 1:00:00",38,34,29,37,29,36,33,36,32,36,34
"dtime.409","2004-1-18 2:00:00",37,35,30,36,30,37,33,35,32,37,34
"dtime.410","2004-1-18 3:00:00",35,35,31,36,31,37,34,35,32,38,34
"dtime.411","2004-1-18 4:00:00",35,36,32,36,32,38,34,36,32,38,35
"dtime.412","2004-1-18 5:00:00",35,37,33,36,33,38,36,36,34,38,36
"dtime.413","2004-1-18 6:00:00",37,38,33,37,33,38,37,37,35,38,38
"dtime.414","2004-1-18 7:00:00",37,38,34,37,34,38,37,37,35,38,38
"dtime.415","2004-1-18 8:00:00",37,38,35,37,35,38,38,37,35,38,37
"dtime.416","2004-1-18 9:00:00",38,38,35,37,36,38,38,37,35,38,37
"dtime.417","2004-1-18 10:00:00",38,38,36,38,36,39,39,37,36,39,40
"dtime.418","2004-1-18 11:00:00",39,39,37,39,37,40,39,38,38,41,42
"dtime.419","2004-1-18 12:00:00",41,39,38,41,38,40,38,38,40,41,43
"dtime.420","2004-1-18 13:00:00",44,41,38,43,38,42,39,40,40,43,43
"dtime.421","2004-1-18 14:00:00",46,42,39,45,38,46,40,42,40,45,44
"dtime.422","2004-1-18 15:00:00",44,40,39,49,39,47,41,43,40,45,43
"dtime.423","2004-1-18 16:00:00",45,41,39,50,38,48,41,51,40,48,42
"dtime.424","2004-1-18 17:00:00",47,41,38,52,38,49,40,60,38,51,40
"dtime.425","2004-1-18 18:00:00",42,42,38,51,37,50,39,57,37,51,40
"dtime.426","2004-1-18 19:00:00",40,40,36,49,35,49,38,53,36,49,36
"dtime.427","2004-1-18 20:00:00",39,37,36,44,34,47,37,39,36,45,35
"dtime.428","2004-1-18 21:00:00",36,35,33,42,34,45,37,39,36,43,34
"dtime.429","2004-1-18 22:00:00",36,33,34,40,34,42,36,37,35,41,33
"dtime.430","2004-1-18 23:00:00",37,31,33,39,33,39,34,36,34,39,31
"dtime.431","2004-1-18 24:00:00",36,30,32,39,32,38,33,35,32,37,28
"dtime.432","2004-1-19 1:00:00",35,29,30,36,30,37,31,33,31,36,28
"dtime.433","2004-1-19 2:00:00",34,27,29,35,28,36,29,32,29,35,25
"dtime.434","2004-1-19 3:00:00",32,26,27,34,26,35,28,32,27,33,24
"dtime.435","2004-1-19 4:00:00",30,26,26,32,25,34,27,30,27,32,24
"dtime.436","2004-1-19 5:00:00",29,25,25,32,24,33,26,29,26,30,22
"dtime.437","2004-1-19 6:00:00",29,25,24,31,24,32,25,28,26,30,24
"dtime.438","2004-1-19 7:00:00",27,24,24,29,24,31,25,27,26,29,24
"dtime.439","2004-1-19 8:00:00",27,24,24,28,24,30,24,24,26,27,22
"dtime.440","2004-1-19 9:00:00",28,24,24,27,25,29,25,24,26,26,19
"dtime.441","2004-1-19 10:00:00",30,23,24,29,26,30,27,32,27,30,21
"dtime.442","2004-1-19 11:00:00",31,24,26,32,27,32,29,32,29,32,22
"dtime.443","2004-1-19 12:00:00",31,24,27,34,28,33,31,34,29,34,24
"dtime.444","2004-1-19 13:00:00",33,26,28,36,29,35,33,35,31,35,26
"dtime.445","2004-1-19 14:00:00",33,27,30,37,29,36,34,38,32,37,26
"dtime.446","2004-1-19 15:00:00",33,28,30,38,29,37,35,38,33,38,28
"dtime.447","2004-1-19 16:00:00",35,29,29,39,29,38,36,39,34,38,28
"dtime.448","2004-1-19 17:00:00",34,27,30,39,28,37,35,39,33,37,27
"dtime.449","2004-1-19 18:00:00",32,26,29,37,27,35,32,36,31,35,25
"dtime.450","2004-1-19 19:00:00",30,25,26,32,26,33,30,30,29,32,23
"dtime.451","2004-1-19 20:00:00",30,23,26,31,26,31,28,28,28,30,20
"dtime.452","2004-1-19 21:00:00",30,22,25,30,26,30,27,27,26,29,20
"dtime.453","2004-1-19 22:00:00",29,20,25,31,25,28,26,28,26,28,20
"dtime.454","2004-1-19 23:00:00",28,20,24,29,24,27,24,28,23,27,19
"dtime.455","2004-1-19 24:00:00",28,19,24,28,23,25,24,27,23,25,18
"dtime.456","2004-1-20 1:00:00",26,19,22,27,22,25,22,27,21,25,18
"dtime.457","2004-1-20 2:00:00",26,16,22,26,22,23,22,25,22,22,17
"dtime.458","2004-1-20 3:00:00",26,17,21,25,22,23,21,23,22,21,17
"dtime.459","2004-1-20 4:00:00",26,15,21,24,21,21,21,22,22,19,16
"dtime.460","2004-1-20 5:00:00",26,15,21,23,21,20,21,21,22,19,17
"dtime.461","2004-1-20 6:00:00",26,14,21,23,22,19,21,20,20,18,17
"dtime.462","2004-1-20 7:00:00",25,14,21,22,22,19,21,19,20,17,17
"dtime.463","2004-1-20 8:00:00",25,13,21,21,22,18,21,19,19,17,16
"dtime.464","2004-1-20 9:00:00",25,14,22,23,23,19,21,20,21,18,16
"dtime.465","2004-1-20 10:00:00",27,19,23,25,25,24,25,26,24,25,18
"dtime.466","2004-1-20 11:00:00",28,20,26,28,27,26,27,27,26,27,19
"dtime.467","2004-1-20 12:00:00",28,22,27,30,28,28,28,31,27,29,22
"dtime.468","2004-1-20 13:00:00",31,24,28,32,28,30,30,33,29,31,24
"dtime.469","2004-1-20 14:00:00",31,25,29,34,29,32,31,33,30,32,25
"dtime.470","2004-1-20 15:00:00",31,26,29,35,29,34,32,34,32,34,28
"dtime.471","2004-1-20 16:00:00",33,27,30,35,29,34,34,34,32,35,28
"dtime.472","2004-1-20 17:00:00",31,27,29,35,29,34,30,32,31,35,27
"dtime.473","2004-1-20 18:00:00",30,26,29,34,27,33,29,32,29,33,25
"dtime.474","2004-1-20 19:00:00",29,23,27,30,26,30,28,28,27,29,23
"dtime.475","2004-1-20 20:00:00",28,22,26,28,26,28,26,24,26,27,21
"dtime.476","2004-1-20 21:00:00",28,21,25,25,25,26,25,22,25,26,20
"dtime.477","2004-1-20 22:00:00",28,21,24,23,24,26,23,24,23,25,18
"dtime.478","2004-1-20 23:00:00",28,19,24,25,23,24,23,25,22,25,18
"dtime.479","2004-1-20 24:00:00",26,19,23,26,23,24,21,25,20,24,17
"dtime.480","2004-1-21 1:00:00",26,20,22,25,22,25,21,23,19,23,16
"dtime.481","2004-1-21 2:00:00",26,18,22,24,22,23,20,23,19,22,15
"dtime.482","2004-1-21 3:00:00",26,16,21,23,21,21,19,21,18,20,16
"dtime.483","2004-1-21 4:00:00",22,17,20,22,20,21,17,17,16,18,15
"dtime.484","2004-1-21 5:00:00",22,17,20,20,20,21,17,17,15,18,14
"dtime.485","2004-1-21 6:00:00",22,14,19,19,19,19,16,15,14,17,15
"dtime.486","2004-1-21 7:00:00",22,14,18,18,19,18,15,14,14,16,13
"dtime.487","2004-1-21 8:00:00",22,11,17,18,18,16,14,13,13,15,11
"dtime.488","2004-1-21 9:00:00",25,13,17,19,19,19,15,16,14,18,13
"dtime.489","2004-1-21 10:00:00",27,17,20,24,21,24,20,23,18,23,15
"dtime.490","2004-1-21 11:00:00",28,18,22,27,24,26,25,26,23,26,16
"dtime.491","2004-1-21 12:00:00",28,21,24,29,26,28,27,29,27,28,19
"dtime.492","2004-1-21 13:00:00",29,22,26,32,27,30,29,31,28,30,21
"dtime.493","2004-1-21 14:00:00",31,24,28,33,29,32,30,34,29,32,23
"dtime.494","2004-1-21 15:00:00",32,26,29,34,30,34,30,33,30,32,25
"dtime.495","2004-1-21 16:00:00",31,28,30,35,30,35,31,34,31,34,27
"dtime.496","2004-1-21 17:00:00",31,29,29,35,27,35,31,34,31,34,29
"dtime.497","2004-1-21 18:00:00",30,29,28,35,27,35,31,34,30,34,28
"dtime.498","2004-1-21 19:00:00",27,27,26,29,26,32,28,28,28,30,27
"dtime.499","2004-1-21 20:00:00",23,24,24,27,24,27,26,24,25,26,26
"dtime.500","2004-1-21 21:00:00",21,24,23,26,24,27,23,22,21,25,25
"dtime.501","2004-1-21 22:00:00",21,21,20,25,21,26,22,20,20,23,23
"dtime.502","2004-1-21 23:00:00",21,21,20,25,20,25,21,20,19,23,24
"dtime.503","2004-1-21 24:00:00",22,21,17,27,18,25,21,21,19,22,25
"dtime.504","2004-1-22 1:00:00",21,21,16,28,19,25,21,21,19,21,26
"dtime.505","2004-1-22 2:00:00",25,26,17,28,20,27,22,21,20,23,25
"dtime.506","2004-1-22 3:00:00",27,26,20,28,20,26,24,24,22,23,27
"dtime.507","2004-1-22 4:00:00",27,25,24,28,23,26,25,27,24,23,29
"dtime.508","2004-1-22 5:00:00",28,28,26,28,25,28,22,27,24,25,30
"dtime.509","2004-1-22 6:00:00",31,26,26,28,28,26,22,27,24,25,31
"dtime.510","2004-1-22 7:00:00",31,27,26,29,27,28,23,28,26,26,29
"dtime.511","2004-1-22 8:00:00",31,28,27,29,28,29,22,27,26,27,30
"dtime.512","2004-1-22 9:00:00",34,30,27,30,29,30,26,29,28,29,33
"dtime.513","2004-1-22 10:00:00",37,32,30,35,32,35,31,35,32,35,35
"dtime.514","2004-1-22 11:00:00",41,36,34,41,34,41,39,40,37,40,38
"dtime.515","2004-1-22 12:00:00",45,39,38,46,37,45,43,44,41,44,38
"dtime.516","2004-1-22 13:00:00",47,41,39,49,40,48,47,51,45,48,41
"dtime.517","2004-1-22 14:00:00",48,43,42,52,43,51,49,53,47,52,42
"dtime.518","2004-1-22 15:00:00",50,43,44,54,44,52,52,54,47,53,41
"dtime.519","2004-1-22 16:00:00",50,42,45,55,43,52,51,54,48,52,41
"dtime.520","2004-1-22 17:00:00",50,42,45,54,42,51,50,52,47,51,40
"dtime.521","2004-1-22 18:00:00",48,39,43,53,41,50,48,51,44,49,37
"dtime.522","2004-1-22 19:00:00",45,37,41,51,39,46,47,50,42,46,35
"dtime.523","2004-1-22 20:00:00",47,35,39,51,38,45,42,49,38,45,35
"dtime.524","2004-1-22 21:00:00",45,34,38,49,37,44,39,45,36,42,33
"dtime.525","2004-1-22 22:00:00",40,32,34,45,35,43,38,42,36,40,30
"dtime.526","2004-1-22 23:00:00",39,30,33,43,32,40,36,40,34,37,27
"dtime.527","2004-1-22 24:00:00",37,29,31,40,29,40,33,37,31,36,25
"dtime.528","2004-1-23 1:00:00",33,26,27,35,25,37,31,29,30,35,24
"dtime.529","2004-1-23 2:00:00",32,23,25,34,22,35,27,31,28,34,22
"dtime.530","2004-1-23 3:00:00",29,21,23,34,20,33,25,32,22,31,19
"dtime.531","2004-1-23 4:00:00",27,21,20,32,18,32,23,30,21,30,18
"dtime.532","2004-1-23 5:00:00",25,19,18,28,17,30,21,27,20,28,17
"dtime.533","2004-1-23 6:00:00",23,18,18,28,17,27,20,24,19,26,16
"dtime.534","2004-1-23 7:00:00",22,16,17,26,16,26,19,25,17,25,15
"dtime.535","2004-1-23 8:00:00",21,15,17,25,17,25,18,20,14,23,14
"dtime.536","2004-1-23 9:00:00",23,15,17,24,17,24,18,23,18,23,15
"dtime.537","2004-1-23 10:00:00",26,16,18,26,19,26,20,25,20,26,15
"dtime.538","2004-1-23 11:00:00",27,18,20,28,20,28,23,27,22,28,17
"dtime.539","2004-1-23 12:00:00",28,20,21,31,20,30,25,29,25,30,18
"dtime.540","2004-1-23 13:00:00",28,21,21,34,20,31,28,33,27,31,22
"dtime.541","2004-1-23 14:00:00",29,24,21,35,20,33,30,35,29,33,23
"dtime.542","2004-1-23 15:00:00",30,25,21,36,20,34,31,35,29,34,25
"dtime.543","2004-1-23 16:00:00",30,27,22,37,21,35,34,36,32,35,27
"dtime.544","2004-1-23 17:00:00",29,29,22,36,21,36,31,35,31,36,29
"dtime.545","2004-1-23 18:00:00",29,29,21,35,20,36,30,34,30,35,28
"dtime.546","2004-1-23 19:00:00",24,27,21,32,20,31,29,28,27,31,25
"dtime.547","2004-1-23 20:00:00",23,27,18,27,19,30,26,27,26,31,25
"dtime.548","2004-1-23 21:00:00",22,26,17,27,17,28,25,27,26,30,26
"dtime.549","2004-1-23 22:00:00",24,26,15,29,15,29,25,30,26,31,25
"dtime.550","2004-1-23 23:00:00",25,27,17,30,17,29,27,30,26,31,25
"dtime.551","2004-1-23 24:00:00",27,28,16,31,18,31,28,31,26,32,27
"dtime.552","2004-1-24 1:00:00",27,27,17,32,17,31,28,32,25,33,28
"dtime.553","2004-1-24 2:00:00",29,26,18,32,18,30,28,32,24,30,28
"dtime.554","2004-1-24 3:00:00",30,25,18,33,17,31,27,33,23,31,29
"dtime.555","2004-1-24 4:00:00",30,25,17,35,17,31,27,32,23,29,26
"dtime.556","2004-1-24 5:00:00",30,28,17,35,17,32,25,27,23,28,25
"dtime.557","2004-1-24 6:00:00",29,29,17,32,17,32,25,23,23,29,25
"dtime.558","2004-1-24 7:00:00",29,28,18,29,18,32,25,22,23,28,25
"dtime.559","2004-1-24 8:00:00",27,26,18,26,18,29,25,25,23,26,25
"dtime.560","2004-1-24 9:00:00",28,29,18,29,17,33,25,26,23,29,25
"dtime.561","2004-1-24 10:00:00",32,33,19,36,19,39,26,34,24,35,26
"dtime.562","2004-1-24 11:00:00",36,36,20,41,20,44,27,37,26,39,27
"dtime.563","2004-1-24 12:00:00",36,40,21,46,20,49,29,44,27,45,31
"dtime.564","2004-1-24 13:00:00",37,40,21,51,20,51,30,47,29,47,31
"dtime.565","2004-1-24 14:00:00",32,39,23,51,20,51,29,46,28,48,35
"dtime.566","2004-1-24 15:00:00",32,41,24,49,21,51,29,43,28,50,38
"dtime.567","2004-1-24 16:00:00",30,39,23,45,22,52,29,38,29,48,36
"dtime.568","2004-1-24 17:00:00",29,39,21,39,22,52,29,34,30,46,34
"dtime.569","2004-1-24 18:00:00",27,36,22,33,22,50,27,30,29,43,32
"dtime.570","2004-1-24 19:00:00",25,33,20,31,20,39,25,28,26,36,28
"dtime.571","2004-1-24 20:00:00",23,31,19,29,19,35,24,27,25,33,27
"dtime.572","2004-1-24 21:00:00",23,28,19,28,17,31,23,27,25,30,24
"dtime.573","2004-1-24 22:00:00",23,26,17,27,17,30,23,25,23,29,21
"dtime.574","2004-1-24 23:00:00",25,23,14,26,18,27,21,25,22,27,17
"dtime.575","2004-1-24 24:00:00",23,21,16,26,17,27,20,25,20,26,18
"dtime.576","2004-1-25 1:00:00",23,20,16,25,17,25,20,25,20,25,17
"dtime.577","2004-1-25 2:00:00",23,17,13,25,16,25,19,23,20,24,16
"dtime.578","2004-1-25 3:00:00",23,15,15,24,15,24,19,21,18,23,13
"dtime.579","2004-1-25 4:00:00",21,14,14,23,13,23,19,21,18,22,13
"dtime.580","2004-1-25 5:00:00",20,13,14,23,13,22,17,21,17,22,13
"dtime.581","2004-1-25 6:00:00",20,13,12,22,11,22,17,21,17,22,11
"dtime.582","2004-1-25 7:00:00",19,12,11,22,11,22,17,19,17,21,11
"dtime.583","2004-1-25 8:00:00",18,13,11,21,11,21,16,19,15,21,11
"dtime.584","2004-1-25 9:00:00",18,13,11,22,11,21,17,21,16,21,11
"dtime.585","2004-1-25 10:00:00",19,14,12,23,13,21,17,21,16,21,11
"dtime.586","2004-1-25 11:00:00",20,15,15,23,15,22,19,21,17,22,14
"dtime.587","2004-1-25 12:00:00",20,16,15,25,17,22,19,21,18,22,14
"dtime.588","2004-1-25 13:00:00",20,16,17,25,18,22,20,23,18,22,15
"dtime.589","2004-1-25 14:00:00",22,15,18,25,19,19,20,23,19,20,16
"dtime.590","2004-1-25 15:00:00",22,16,18,25,19,19,20,22,20,19,17
"dtime.591","2004-1-25 16:00:00",22,17,19,22,20,19,21,19,21,19,16
"dtime.592","2004-1-25 17:00:00",21,17,19,20,20,18,20,19,20,18,17
"dtime.593","2004-1-25 18:00:00",21,17,19,20,19,17,20,19,19,18,17
"dtime.594","2004-1-25 19:00:00",22,16,19,19,19,17,19,19,18,17,16
"dtime.595","2004-1-25 20:00:00",22,16,20,20,19,17,17,19,17,17,16
"dtime.596","2004-1-25 21:00:00",21,17,20,21,20,18,16,19,17,18,17
"dtime.597","2004-1-25 22:00:00",22,16,20,21,20,18,16,19,17,18,15
"dtime.598","2004-1-25 23:00:00",22,17,20,22,20,17,18,18,18,17,16
"dtime.599","2004-1-25 24:00:00",23,17,18,24,20,17,16,18,17,17,16
"dtime.600","2004-1-26 1:00:00",23,17,17,27,18,17,16,19,17,17,18
"dtime.601","2004-1-26 2:00:00",25,18,17,26,18,17,16,19,17,17,18
"dtime.602","2004-1-26 3:00:00",26,19,17,26,18,18,17,19,17,17,18
"dtime.603","2004-1-26 4:00:00",25,19,18,26,19,18,17,19,17,18,18
"dtime.604","2004-1-26 5:00:00",24,19,18,25,18,18,17,19,17,18,19
"dtime.605","2004-1-26 6:00:00",25,19,18,25,19,18,17,20,17,18,18
"dtime.606","2004-1-26 7:00:00",27,19,19,25,19,18,17,20,17,18,19
"dtime.607","2004-1-26 8:00:00",28,20,20,26,20,18,17,20,17,18,18
"dtime.608","2004-1-26 9:00:00",32,20,20,26,20,19,18,20,18,19,19
"dtime.609","2004-1-26 10:00:00",34,21,21,27,20,19,18,20,18,19,19
"dtime.610","2004-1-26 11:00:00",34,22,23,28,22,20,19,22,19,20,20
"dtime.611","2004-1-26 12:00:00",35,23,23,29,25,22,20,22,19,21,21
"dtime.612","2004-1-26 13:00:00",35,24,26,29,27,22,20,24,19,22,21
"dtime.613","2004-1-26 14:00:00",36,26,28,29,27,23,22,24,21,23,23
"dtime.614","2004-1-26 15:00:00",36,27,29,30,29,24,22,25,21,23,24
"dtime.615","2004-1-26 16:00:00",36,27,31,30,29,24,22,26,21,23,24
"dtime.616","2004-1-26 17:00:00",36,28,31,31,29,24,22,26,21,23,23
"dtime.617","2004-1-26 18:00:00",36,28,31,31,30,24,22,26,21,23,25
"dtime.618","2004-1-26 19:00:00",37,27,31,30,31,25,22,26,21,24,24
"dtime.619","2004-1-26 20:00:00",37,27,31,30,31,26,23,26,23,25,24
"dtime.620","2004-1-26 21:00:00",37,27,31,31,31,26,23,26,23,25,24
"dtime.621","2004-1-26 22:00:00",37,27,31,31,31,26,23,27,23,25,24
"dtime.622","2004-1-26 23:00:00",37,27,31,31,31,26,23,26,23,26,24
"dtime.623","2004-1-26 24:00:00",37,28,31,31,31,26,22,26,21,26,24
"dtime.624","2004-1-27 1:00:00",36,29,31,31,30,26,23,27,23,26,24
"dtime.625","2004-1-27 2:00:00",36,28,31,31,30,26,23,26,23,26,24
"dtime.626","2004-1-27 3:00:00",36,28,31,31,31,26,23,26,23,26,24
"dtime.627","2004-1-27 4:00:00",36,28,31,31,31,26,23,26,23,26,24
"dtime.628","2004-1-27 5:00:00",37,28,32,31,31,26,23,26,23,26,23
"dtime.629","2004-1-27 6:00:00",36,26,33,31,33,26,23,27,23,26,22
"dtime.630","2004-1-27 7:00:00",38,27,33,30,32,27,23,27,23,26,23
"dtime.631","2004-1-27 8:00:00",36,28,34,29,33,27,23,27,22,26,23
"dtime.632","2004-1-27 9:00:00",38,28,34,29,33,27,23,27,22,26,23
"dtime.633","2004-1-27 10:00:00",38,28,34,30,34,28,23,28,24,27,23
"dtime.634","2004-1-27 11:00:00",40,29,34,30,34,28,24,28,24,28,24
"dtime.635","2004-1-27 12:00:00",41,30,35,30,35,29,26,29,26,29,25
"dtime.636","2004-1-27 13:00:00",41,31,35,31,35,30,27,30,26,29,27
"dtime.637","2004-1-27 14:00:00",41,30,36,32,35,30,28,31,27,30,26
"dtime.638","2004-1-27 15:00:00",43,30,36,33,35,31,27,30,27,30,26
"dtime.639","2004-1-27 16:00:00",41,30,37,33,35,31,27,30,27,30,28
"dtime.640","2004-1-27 17:00:00",41,31,36,33,35,31,27,30,27,31,28
"dtime.641","2004-1-27 18:00:00",38,30,36,33,35,31,28,30,29,31,27
"dtime.642","2004-1-27 19:00:00",36,29,36,32,35,31,28,29,29,30,26
"dtime.643","2004-1-27 20:00:00",34,29,36,32,36,31,28,29,29,30,26
"dtime.644","2004-1-27 21:00:00",33,29,37,32,36,32,28,30,29,33,26
"dtime.645","2004-1-27 22:00:00",31,29,34,32,33,33,28,30,28,33,26
"dtime.646","2004-1-27 23:00:00",31,28,31,32,29,32,28,31,28,33,26
"dtime.647","2004-1-27 24:00:00",31,26,29,33,27,31,28,31,29,32,25
"dtime.648","2004-1-28 1:00:00",31,24,27,33,26,30,27,30,27,30,23
"dtime.649","2004-1-28 2:00:00",31,24,27,33,26,28,27,31,27,28,22
"dtime.650","2004-1-28 3:00:00",31,23,28,33,27,27,25,30,26,27,24
"dtime.651","2004-1-28 4:00:00",31,22,28,32,27,26,22,28,22,26,22
"dtime.652","2004-1-28 5:00:00",31,22,28,30,28,26,20,27,20,25,22
"dtime.653","2004-1-28 6:00:00",30,21,27,28,26,25,18,25,21,25,22
"dtime.654","2004-1-28 7:00:00",29,21,27,27,26,25,21,24,21,24,22
"dtime.655","2004-1-28 8:00:00",29,20,26,25,26,24,21,24,20,24,20
"dtime.656","2004-1-28 9:00:00",29,20,25,24,26,23,21,23,21,23,20
"dtime.657","2004-1-28 10:00:00",30,20,26,26,26,25,23,25,25,25,21
"dtime.658","2004-1-28 11:00:00",31,22,27,29,28,27,27,26,26,27,24
"dtime.659","2004-1-28 12:00:00",31,23,28,30,28,28,29,28,28,28,24
"dtime.660","2004-1-28 13:00:00",32,24,28,32,28,29,30,29,29,29,25
"dtime.661","2004-1-28 14:00:00",34,26,28,32,28,32,30,30,31,32,26
"dtime.662","2004-1-28 15:00:00",33,28,28,33,29,34,33,31,32,34,28
